t_over_T,y1_case_0,y2_case_0,y1_case_1,y2_case_1,y1_case_2,y2_case_2
0.435,-0.9177546256839811,-0.9177546256839811,-0.9177546256839811,-0.3971478906347803,-0.9177546256839811,0.9177546256839813
0.4365,-0.9214568408214984,-0.9214568408214984,-0.9214568408214984,-0.3884807466313663,-0.9214568408214984,0.9214568408214984
0.438,-0.9250772068344579,-0.9250772068344579,-0.9250772068344579,-0.37977909552180183,-0.9250772068344579,0.9250772068344577
0.4395,-0.9286154021410173,-0.9286154021410173,-0.9286154021410173,-0.3710437102370507,-0.9286154021410173,0.9286154021410175
0.441,-0.932071112458211,-0.932071112458211,-0.932071112458211,-0.36227536670454585,-0.932071112458211,0.9320711124582108
0.4425,-0.9354440308298673,-0.9354440308298673,-0.9354440308298673,-0.35347484377925786,-0.9354440308298673,0.935444030829867
0.444,-0.9387338576538741,-0.9387338576538741,-0.9387338576538741,-0.34464292317451667,-0.9387338576538741,0.9387338576538742
0.4455,-0.9419403007087905,-0.9419403007087905,-0.9419403007087905,-0.3357803893925808,-0.9419403007087905,0.9419403007087905
0.447,-0.9450630751798047,-0.9450630751798047,-0.9450630751798047,-0.3268880296549432,-0.9450630751798047,0.9450630751798046
0.4485,-0.948101903684032,-0.948101903684032,-0.948101903684032,-0.31796663383241053,-0.948101903684032,0.9481019036840321
0.45,-0.9510565162951535,-0.9510565162951535,-0.9510565162951535,-0.30901699437494756,-0.9510565162951535,0.9510565162951535
0.4515,-0.9539266505673935,-0.9539266505673935,-0.9539266505673935,-0.30003990624127697,-0.9539266505673935,0.9539266505673933
0.453,-0.9567120515588305,-0.9567120515588305,-0.9567120515588305,-0.29103616682827144,-0.9567120515588305,0.9567120515588305
0.4545,-0.9594124718540428,-0.9594124718540428,-0.9594124718540428,-0.28200657590012956,-0.9594124718540428,0.9594124718540428
0.456,-0.9620276715860859,-0.9620276715860859,-0.9620276715860859,-0.2729519355173251,-0.9620276715860859,0.9620276715860859
0.4575,-0.9645574184577981,-0.9645574184577981,-0.9645574184577981,-0.2638730499653725,-0.9645574184577981,0.9645574184577982
0.459,-0.967001487762435,-0.967001487762435,-0.967001487762435,-0.2547707256833823,-0.967001487762435,0.967001487762435
0.4605,-0.9693596624036294,-0.9693596624036294,-0.9693596624036294,-0.24564577119242617,-0.9693596624036294,0.9693596624036293
0.462,-0.971631732914674,-0.971631732914674,-0.971631732914674,-0.23649899702372423,-0.971631732914674,0.9716317329146741
0.4635,-0.9738174974771289,-0.9738174974771289,-0.9738174974771289,-0.22733121564664655,-0.9738174974771289,0.9738174974771289
0.465,-0.9759167619387474,-0.9759167619387474,-0.9759167619387474,-0.21814324139654237,-0.9759167619387474,0.9759167619387474
0.4665,-0.9779293398307218,-0.9779293398307218,-0.9779293398307218,-0.20893589040241123,-0.9779293398307218,0.9779293398307219
0.468,-0.9798550523842469,-0.9798550523842469,-0.9798550523842469,-0.1997099805144071,-0.9798550523842469,0.9798550523842469
0.46950000000000003,-0.9816937285463989,-0.9816937285463989,-0.9816937285463989,-0.1904663312311897,-0.9816937285463989,0.9816937285463989
0.47100000000000003,-0.9834452049953297,-0.9834452049953297,-0.9834452049953297,-0.18120576362713686,-0.9834452049953297,0.9834452049953297
0.47250000000000003,-0.9851093261547739,-0.9851093261547739,-0.9851093261547739,-0.17192910027940964,-0.9851093261547739,0.9851093261547739
0.47400000000000003,-0.9866859442078681,-0.9866859442078681,-0.9866859442078681,-0.1626371651948834,-0.9866859442078681,0.9866859442078681
0.47550000000000003,-0.9881749191102805,-0.9881749191102805,-0.9881749191102805,-0.15333078373696013,-0.9881749191102805,0.9881749191102805
0.47700000000000004,-0.9895761186026509,-0.9895761186026509,-0.9895761186026509,-0.14401078255225222,-0.9895761186026509,0.9895761186026509
0.47850000000000004,-0.9908894182223388,-0.9908894182223388,-0.9908894182223388,-0.13467798949715237,-0.9908894182223388,0.9908894182223387
0.48,-0.9921147013144778,-0.9921147013144778,-0.9921147013144778,-0.1253332335643046,-0.9921147013144778,0.9921147013144778
0.4815,-0.9932518590423394,-0.9932518590423394,-0.9932518590423394,-0.11597734480896142,-0.9932518590423394,0.9932518590423394
0.483,-0.9943007903969989,-0.9943007903969989,-0.9943007903969989,-0.10661115427526055,-0.9943007903969989,0.9943007903969988
0.4845,-0.9952614022063083,-0.9952614022063083,-0.9952614022063083,-0.09723549392239968,-0.9952614022063083,0.9952614022063083
0.486,-0.9961336091431725,-0.9961336091431725,-0.9961336091431725,-0.08785119655074321,-0.9961336091431725,0.9961336091431725
0.4875,-0.996917333733128,-0.996917333733128,-0.996917333733128,-0.07845909572784557,-0.996917333733128,0.996917333733128
0.489,-0.9976125063612252,-0.9976125063612252,-0.9976125063612252,-0.06906002571440611,-0.9976125063612252,0.9976125063612252
0.4905,-0.9982190652782118,-0.9982190652782118,-0.9982190652782118,-0.05965482139017072,-0.9982190652782118,0.9982190652782118
0.492,-0.9987369566060175,-0.9987369566060175,-0.9987369566060175,-0.05024431817977017,-0.9987369566060175,0.9987369566060175
0.4935,-0.9991661343425401,-0.9991661343425401,-0.9991661343425401,-0.0408293519785103,-0.9991661343425401,0.9991661343425401
0.495,-0.9995065603657316,-0.9995065603657316,-0.9995065603657316,-0.0314107590781283,-0.9995065603657316,0.9995065603657316
0.4965,-0.999758204436984,-0.999758204436984,-0.999758204436984,-0.0219893760925057,-0.999758204436984,0.999758204436984
0.498,-0.9999210442038161,-0.9999210442038161,-0.9999210442038161,-0.012566039883352897,-0.9999210442038161,0.9999210442038161
0.4995,-0.9999950652018582,-0.9999950652018582,-0.9999950652018582,-0.0031415874858795514,-0.9999950652018582,0.9999950652018582
0.501,-0.9999802608561371,-0.9999802608561371,-0.9999802608561371,0.006283143965558377,-0.9999802608561371,0.9999802608561371
0.5025000000000001,-0.9998766324816606,-0.9998766324816606,-0.9998766324816606,0.01570731731182129,-0.9998766324816606,0.9998766324816606
