eta_Z2_sobre_Z1,R_p,R_I
0.6526662446333333,-0.21016569830391096,0.044169620743570524
0.6577033441658136,-0.20648848724283436,0.04263749536383417
0.6627793186545348,-0.20280543398767606,0.041130044054929635
0.6678944681257747,-0.19911663370849522,0.039647433819403055
0.6730490949213316,-0.19542218221279514,0.038189829300810905
0.6782435037163952,-0.19172217593638197,0.036757392745781
0.6834780015375548,-0.18801671193407887,0.035350283966502395
0.6887528977809471,-0.18430588787029617,0.03396866030365819
0.6940685042305437,-0.18058980200946023,0.03261267658981604
0.699425135076579,-0.17686855320630326,0.03128248511329093
0.7048231069341222,-0.1731422408960134,0.029978235582493136
0.7102627388617909,-0.16941096508425024,0.028700075090777055
0.7157443523806098,-0.16567482633702568,0.027448148081803618
0.721268271493015,-0.16193392577045254,0.026222596315430433
0.7268348227020044,-0.15818836504036324,0.025023558834143214
0.7324443350304373,-0.15443824633180037,0.02385117193004185
0.7380971400404808,-0.15068367234838176,0.02270556911239447
0.7437935718532088,-0.14692474630154126,0.021586881075772262
0.7495339671683494,-0.14316157189964945,0.0204952356687785
0.7553186652841878,-0.13939425333701336,0.01943075786338346
0.7611480081176202,-0.1356228952827614,0.01839356972487886
0.767022340224364,-0.13184760286961292,0.01738379038246316
0.7729420088193235,-0.1280684816825362,0.01640153600047011
0.7789073637971122,-0.12428563774729745,0.015446919750252449
0.784918757752735,-0.12049917751890207,0.014520051782731875
0.7909765460024285,-0.11670920786993269,0.013621039201627159
0.7970810866046624,-0.1129158360787854,0.012749986037371135
0.803232740381304,-0.10911916981780645,0.011906993221727282
0.8094318709389453,-0.1053193171413332,0.011092158563116723
0.8156788446903942,-0.10151638647364196,0.010305576722665835
0.8219740308763326,-0.09771048659680431,0.009547339190984275
0.8283178015871407,-0.09390172663845639,0.00881753426568339
0.8347105317848907,-0.09009021605948274,0.008116247029644282
0.8411525993255098,-0.08627606464161774,0.007443559330044603
0.847644384981113,-0.08245938247496926,0.006799549758153267
0.854186272462511,-0.0786402799454644,0.006184293629901009
0.8607786484418896,-0.0748188677222229,0.005597862967235488
0.8674219025756642,-0.07099525674486085,0.00504032648026871
0.8741164275275125,-0.0671695582107262,0.004511749550224136
0.8808626189915827,-0.06334188356207131,0.004012194213191
0.8876608757158821,-0.059512344473163926,0.003541719144692525
0.8945115995258466,-0.05568105283734066,0.003100379645074722
0.9014151953480897,-0.05184812075400635,0.0026882276257220237
0.9083720712343388,-0.04801366051558072,0.0023053115961054345
0.9153826383855528,-0.044177784594398285,0.0019516766516690545
0.9224473111762266,-0.04034060562956273,0.0016273644625599082
0.9295665071788846,-0.036502236413759305,0.0013324132632059759
0.9367406471887614,-0.03266278988002938,0.0010668578427469497
0.9439701552486742,-0.02882237908850941,0.0008307295363217445
0.9512554586740869,-0.0249811172131382,0.0006240562172165497
0.9585969880783669,-0.02113911752833579,0.0004468622898767935
0.9659951773982377,-0.017296493395657083,0.0002991686837860091
0.9734504639194281,-0.013453358250423169,0.00018099284821422915
0.9809632883025183,-0.00960982558833494,9.234874783821699e-05
0.9885340946089864,-0.005766008952070868,3.324685923536139e-05
0.9961633303274555,-0.0019220219178733748,3.694168252785646e-06
1.0038514464001433,0.0019220219178733766,3.694168252785653e-06
1.0115988972495167,0.0057660089520709095,3.324685923536187e-05
1.01940614080515,0.00960982558833493,9.234874783821679e-05
1.0272736385307937,0.01345335825042318,0.00018099284821422948
1.0352018554516484,0.017296493395657066,0.0002991686837860085
1.0431912601818527,0.021139117528335798,0.00044686228987679376
1.051242324952181,0.024981117213138396,0.0006240562172165595
1.0593555256379539,0.028822379088509514,0.0008307295363217506
1.0675313417871697,0.03266278988002945,0.0010668578427469543
1.0757702566488463,0.03650223641375944,0.0013324132632059854
1.0840727572015847,0.040340605629562785,0.0016273644625599127
1.0924393341823546,0.04417778459439847,0.001951676651669071
1.1008704821154982,0.048013660515580855,0.002305311596105448
1.1093666993419622,0.05184812075400651,0.0026882276257220402
1.117928488048752,0.055681052837340816,0.0031003796450747396
1.1265563542986148,0.05951234447316392,0.003541719144692524
1.1352508080599522,0.0633418835620713,0.004012194213190998
1.1440123632369616,0.06716955821072616,0.004511749550224131
1.1528415377000134,0.07099525674486082,0.005040326480268705
1.1617388533162591,0.07481886772222296,0.005597862967235497
1.1707048359804781,0.07864027994546437,0.006184293629901005
1.1797400156461624,0.08245938247496926,0.006799549758153267
1.1888449263568397,0.08627606464161773,0.007443559330044601
1.19802010627764,0.09009021605948288,0.008116247029644306
1.2072660977271032,0.09390172663845657,0.008817534265683425
1.2165834472092367,0.09771048659680445,0.009547339190984303
1.225972705445816,0.10151638647364206,0.010305576722665856
1.2354344274089366,0.10531931714133332,0.011092158563116745
1.2449691723538168,0.10911916981780656,0.011906993221727306
1.2545775038518534,0.11291583607878557,0.012749986037371172
1.2642599898239333,0.11670920786993277,0.013621039201627178
1.2740172025740018,0.12049917751890209,0.014520051782731878
1.2838497188228888,0.12428563774729749,0.015446919750252459
1.2937581197423982,0.1280684816825363,0.016401536000470132
